PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare
782,1,1,female,17,1,0,57
783,0,1,male,29,0,0,30
784,0,3,male,,1,2,23.45
785,0,3,male,25,0,0,7.05
786,0,3,male,25,0,0,7.25
787,1,3,female,18,0,0,7.4958
788,0,3,male,8,4,1,29.125
789,1,3,male,1,1,2,20.575
790,0,1,male,46,0,0,79.2
791,0,3,male,,0,0,7.75
792,0,2,male,16,0,0,26
793,0,3,female,,8,2,69.55
794,0,1,male,,0,0,30.6958
795,0,3,male,25,0,0,7.8958
796,0,2,male,39,0,0,13
797,1,1,female,49,0,0,25.9292
798,1,3,female,31,0,0,8.6833
799,0,3,male,30,0,0,7.2292
800,0,3,female,30,1,1,24.15
801,0,2,male,34,0,0,13
802,1,2,female,31,1,1,26.25
803,1,1,male,11,1,2,120
804,1,3,male,0.42,0,1,8.5167
805,1,3,male,27,0,0,6.975
806,0,3,male,31,0,0,7.775
807,0,1,male,39,0,0,0
808,0,3,female,18,0,0,7.775
809,0,2,male,39,0,0,13
810,1,1,female,33,1,0,53.1
811,0,3,male,26,0,0,7.8875
812,0,3,male,39,0,0,24.15
813,0,2,male,35,0,0,10.5
814,0,3,female,6,4,2,31.275
815,0,3,male,30.5,0,0,8.05
816,0,1,male,,0,0,0
817,0,3,female,23,0,0,7.925
818,0,2,male,31,1,1,37.0042
819,0,3,male,43,0,0,6.45
820,0,3,male,10,3,2,27.9
821,1,1,female,52,1,1,93.5
822,1,3,male,27,0,0,8.6625
823,0,1,male,38,0,0,0
824,1,3,female,27,0,1,12.475
825,0,3,male,2,4,1,39.6875
826,0,3,male,,0,0,6.95
827,0,3,male,,0,0,56.4958
828,1,2,male,1,0,2,37.0042
829,1,3,male,,0,0,7.75
830,1,1,female,62,0,0,80
831,1,3,female,15,1,0,14.4542
832,1,2,male,0.83,1,1,18.75
833,0,3,male,,0,0,7.2292
834,0,3,male,23,0,0,7.8542
835,0,3,male,18,0,0,8.3
836,1,1,female,39,1,1,83.1583
837,0,3,male,21,0,0,8.6625
838,0,3,male,,0,0,8.05
839,1,3,male,32,0,0,56.4958
840,1,1,male,,0,0,29.7
841,0,3,male,20,0,0,7.925
842,0,2,male,16,0,0,10.5
843,1,1,female,30,0,0,31
844,0,3,male,34.5,0,0,6.4375
845,0,3,male,17,0,0,8.6625
846,0,3,male,42,0,0,7.55
847,0,3,male,,8,2,69.55
848,0,3,male,35,0,0,7.8958
849,0,2,male,28,0,1,33
850,1,1,female,,1,0,89.1042
851,0,3,male,4,4,2,31.275
852,0,3,male,74,0,0,7.775
853,0,3,female,9,1,1,15.2458
854,1,1,female,16,0,1,39.4
855,0,2,female,44,1,0,26
856,1,3,female,18,0,1,9.35
857,1,1,female,45,1,1,164.8667
858,1,1,male,51,0,0,26.55
859,1,3,female,24,0,3,19.2583
860,0,3,male,,0,0,7.2292
861,0,3,male,41,2,0,14.1083
862,0,2,male,21,1,0,11.5
863,1,1,female,48,0,0,25.9292
864,0,3,female,,8,2,69.55
865,0,2,male,24,0,0,13
866,1,2,female,42,0,0,13
867,1,2,female,27,1,0,13.8583
868,0,1,male,31,0,0,50.4958
869,0,3,male,,0,0,9.5
870,1,3,male,4,1,1,11.1333
871,0,3,male,26,0,0,7.8958
872,1,1,female,47,1,1,52.5542
873,0,1,male,33,0,0,5
874,0,3,male,47,0,0,9
875,1,2,female,28,1,0,24
876,1,3,female,15,0,0,7.225
877,0,3,male,20,0,0,9.8458
878,0,3,male,19,0,0,7.8958
879,0,3,male,,0,0,7.8958
880,1,1,female,56,0,1,83.1583
881,1,2,female,25,0,1,26
882,0,3,male,33,0,0,7.8958
883,0,3,female,22,0,0,10.5167
884,0,2,male,28,0,0,10.5
885,0,3,male,25,0,0,7.05
886,0,3,female,39,0,5,29.125
887,0,2,male,27,0,0,13
888,1,1,female,19,0,0,30
889,0,3,female,,1,2,23.45
890,1,1,male,26,0,0,30
891,0,3,male,32,0,0,7.75
